time,LC.CH3.status
2026-03-06 21:14:18.3165,0
2026-03-06 21:14:18.316513,0
2026-03-06 21:14:18.316516,0
2026-03-06 21:14:18.31652,0
2026-03-06 21:14:18.316523,0
2026-03-06 21:14:18.316526,0
2026-03-06 21:14:18.316529,0
2026-03-06 21:14:18.316533,0
2026-03-06 21:14:18.316536,0
2026-03-06 21:14:18.316838,0
2026-03-06 21:14:18.316841,0
2026-03-06 21:14:18.316845,0
2026-03-06 21:14:18.316848,0
2026-03-06 21:14:18.316851,0
2026-03-06 21:14:18.316854,0
2026-03-06 21:14:18.316858,0
2026-03-06 21:14:18.316861,0
2026-03-06 21:14:18.316864,0
2026-03-06 21:14:18.317202,0
2026-03-06 21:14:18.317205,0
2026-03-06 21:14:18.317209,0
2026-03-06 21:14:18.317212,0
2026-03-06 21:14:18.317215,0
2026-03-06 21:14:18.317219,0
2026-03-06 21:14:18.317222,0
2026-03-06 21:14:18.317225,0
2026-03-06 21:14:18.317228,0
2026-03-06 21:14:18.318556,0
2026-03-06 21:14:18.318562,0
2026-03-06 21:14:18.318565,0
2026-03-06 21:14:18.318569,0
2026-03-06 21:14:18.318572,0
2026-03-06 21:14:18.318575,0
2026-03-06 21:14:18.318578,0
2026-03-06 21:14:18.318582,0
2026-03-06 21:14:18.318585,0
2026-03-06 21:14:18.319483,0
2026-03-06 21:14:18.319487,0
2026-03-06 21:14:18.319491,0
2026-03-06 21:14:18.319494,0
2026-03-06 21:14:18.319497,0
2026-03-06 21:14:18.319501,0
2026-03-06 21:14:18.319504,0
2026-03-06 21:14:18.319507,0
2026-03-06 21:14:18.31951,0
2026-03-06 21:14:18.31976,0
2026-03-06 21:14:18.319763,0
2026-03-06 21:14:18.319766,0
2026-03-06 21:14:18.31977,0
2026-03-06 21:14:18.319773,0
2026-03-06 21:14:18.319776,0
2026-03-06 21:14:18.319779,0
2026-03-06 21:14:18.319783,0
2026-03-06 21:14:18.319786,0
2026-03-06 21:14:18.419648,0
2026-03-06 21:14:18.419654,0
2026-03-06 21:14:18.419657,0
2026-03-06 21:14:18.41966,0
2026-03-06 21:14:18.419664,0
2026-03-06 21:14:18.419668,0
2026-03-06 21:14:18.419671,0
2026-03-06 21:14:18.419674,0
2026-03-06 21:14:18.419677,0
2026-03-06 21:14:18.519767,0
2026-03-06 21:14:18.519774,0
2026-03-06 21:14:18.519777,0
2026-03-06 21:14:18.51978,0
2026-03-06 21:14:18.519783,0
2026-03-06 21:14:18.519786,0
2026-03-06 21:14:18.519789,0
2026-03-06 21:14:18.519792,0
2026-03-06 21:14:18.519795,0
2026-03-06 21:14:18.619722,0
2026-03-06 21:14:18.619731,0
